Station_Name,Day_Type,Time_Bin,Boardings,Alightings,Total
Darling,School Holiday,04:00–08:00,5.10677808727948,0.09285051067780872,5.199628597957289
Darling,School Holiday,08:00–12:00,7.497261774370208,0.9583789704271632,8.455640744797371
Darling,School Holiday,12:00–16:00,2.2818791946308723,3.306894447834045,5.5887736424649175
Darling,School Holiday,16:00–20:00,2.93208172280508,8.470458310325787,11.402540033130867
Darling,School Holiday,20:00–00:00,0.16331658291457288,4.798994974874372,4.9623115577889445
East Malvern,Normal Weekday,00:00–04:00,0,2.725225225225225,2.725225225225225
East Malvern,Normal Weekday,04:00–08:00,10.903990024937656,0.5714879467996675,11.475477971737323
East Malvern,Normal Weekday,08:00–12:00,11.821396993810787,1.418466590880384,13.23986358469117
East Malvern,Normal Weekday,12:00–16:00,2.727143869596031,5.800141743444366,8.527285613040396
East Malvern,Normal Weekday,16:00–20:00,3.2134977287475666,12.402336145360156,15.615833874107722
East Malvern,Normal Weekday,20:00–00:00,0.38935012882908676,6.988262238763241,7.377612367592327
East Malvern,Normal Weekend,00:00–04:00,0.019762845849802372,4.229249011857707,4.24901185770751
East Malvern,Normal Weekend,04:00–08:00,1.2687224669603525,0.36123348017621143,1.6299559471365639
East Malvern,Normal Weekend,08:00–12:00,7.762121840033154,2.3207625362619146,10.082884376295068
East Malvern,Normal Weekend,12:00–16:00,9.805194805194805,4.837662337662338,14.642857142857142
East Malvern,Normal Weekend,16:00–20:00,6.502073124764418,9.913305691669807,16.415378816434224
East Malvern,Normal Weekend,20:00–00:00,1.2364672364672364,9.133903133903134,10.37037037037037
East Malvern,Public Holiday,00:00–04:00,0,0.7692307692307693,0.7692307692307693
East Malvern,Public Holiday,04:00–08:00,0.4827586206896552,0.4827586206896552,0.9655172413793104
East Malvern,Public Holiday,08:00–12:00,6.423841059602649,1.1589403973509933,7.582781456953643
East Malvern,Public Holiday,12:00–16:00,8.359133126934985,4.674922600619195,13.034055727554179
East Malvern,Public Holiday,16:00–20:00,2.1052631578947367,8.68421052631579,10.789473684210526
East Malvern,Public Holiday,20:00–00:00,0.4132231404958678,4.132231404958677,4.545454545454545
East Malvern,School Holiday,00:00–04:00,0,2.3711340206185567,2.3711340206185567
East Malvern,School Holiday,04:00–08:00,6.6637010676156585,0.47153024911032027,7.135231316725979
East Malvern,School Holiday,08:00–12:00,10.06027397260274,1.0027397260273974,11.063013698630137
East Malvern,School Holiday,12:00–16:00,2.9779179810725553,4.315457413249211,7.2933753943217665
East Malvern,School Holiday,16:00–20:00,2.911111111111111,9.955555555555556,12.866666666666667
East Malvern,School Holiday,20:00–00:00,0.5597014925373134,7.002487562189055,7.562189054726368
Holmesglen,Normal Weekday,00:00–04:00,0.01615508885298869,5.234248788368336,5.250403877221324
Holmesglen,Normal Weekday,04:00–08:00,8.848073467758036,3.8311040127770015,12.679177480535039
Holmesglen,Normal Weekday,08:00–12:00,9.773347573276373,8.909457695502551,18.682805268778925
Holmesglen,Normal Weekday,12:00–16:00,8.621846288464344,8.190170628554762,16.812016917019108
